node_id,node_type,label,category,doc_count,mention_count,time_value,doc_id,negated
wn-0358:2:64,event,launch: launch,launch,1,1,,wn-0358,False
wn-0358:2:73,event,failure: failed,failure,1,1,,wn-0358,False
wn-0358:3:96,event,landing: landed,landing,1,1,2009-02-24,wn-0358,False
wn-0358:4:109,event,failure: failure,failure,1,1,2009-02-24,wn-0358,False
wn-0358:4:114,event,failure: crash,failure,1,1,2009-02-24,wn-0358,False
wn-0358:5:136,event,launch: launch,launch,1,1,2009-02-24,wn-0358,False
wn-0358:5:137,event,failure: failure,failure,1,1,2009-02-24,wn-0358,False
wn-0358:6:160,event,failure: lost,failure,1,1,2009-02-24,wn-0358,False
wn-0358:8:191,event,launch: took off,launch,1,1,2009-02-24T04:55,wn-0358,False
wn-0358:9:220,event,failure: failed,failure,1,1,PT10M,wn-0358,False
wn-0359:0:5,event,delay: delay,delay,1,1,P2MO,wn-0359,False
wn-0359:0:14,event,launch: launch,launch,1,1,2008-03-11,wn-0359,False
wn-0359:1:31,event,delay: delayed,delay,1,1,2010-02-22,wn-0359,False
wn-0359:1:33,event,launch: launch,launch,1,1,2010-02-22,wn-0359,True
wn-0359:2:49,event,launch: Launch,launch,1,1,2009-02-25,wn-0359,True
wn-0359:2:53,event,delay: delayed,delay,1,1,2010-02-25,wn-0359,False
wn-0359:2:59,event,delay: delayed,delay,1,1,2009-02-22,wn-0359,False
wn-0359:5:116,event,launch: launch,launch,1,1,2009-03-08,wn-0359,False
wn-0359:7:154,event,launch: launch,launch,1,1,,wn-0359,False
wn-0359:10:217,event,launch: taking off,launch,1,1,2009-03-07,wn-0359,False
wn-0359:10:224,event,launch: launch,launch,1,1,2009-03-07,wn-0359,False
wn-0360:0:16,event,launch: launched,launch,1,1,2009-03-07T22:51,wn-0360,False
ORG:Kepler Telescope,entity,Kepler Telescope,ORG,1,1,,,False
wn-0360:2:88,event,discovery: discover,discovery,1,1,2009-03-07,wn-0360,False
wn-0360:4:156,event,discovery: detecting,discovery,1,1,2009-03-07,wn-0360,False
wn-0360:10:287,event,discovery: find,discovery,1,1,2009-03-07,wn-0360,False
wn-0360:12:353,event,discovery: detection,discovery,1,1,1988,wn-0360,False
wn-0360:13:373,event,discovery: discovered,discovery,1,1,2009-03-07,wn-0360,False
wn-0360:14:377,event,launch: launch,launch,1,1,,wn-0360,False
wn-0360:14:384,event,failure: failed,failure,1,1,,wn-0360,False
wn-0360:14:385,event,launch: launch,launch,1,1,,wn-0360,False
ORG:Orbiting Carbon Observatory,entity,the Orbiting Carbon Observatory,ORG,1,1,,,False
wn-0360:14:393,event,failure: crashed,failure,1,1,,wn-0360,False
wn-0361:4:126,event,launch: launch,launch,1,1,2009-03-10,wn-0361,False
wn-0361:4:145,event,launch: launch,launch,1,1,2009-03-10,wn-0361,False
wn-0361:5:157,event,launch: launch,launch,1,1,,wn-0361,False
wn-0361:6:211,event,launch: launch,launch,1,1,,wn-0361,False
wn-0362:0:4,event,delay: postpone,delay,1,1,,wn-0362,False
wn-0362:0:6,event,launch: launch,launch,1,1,,wn-0362,True
wn-0362:1:24,event,delay: delay,delay,1,1,2009-03-12,wn-0362,False
wn-0362:1:26,event,launch: launch,launch,1,1,2009-03-12,wn-0362,False
wn-0362:2:40,event,launch: liftoff,launch,1,1,2009-03-12,wn-0362,False
wn-0362:3:55,event,launch: launch,launch,1,1,2008-03-15,wn-0362,False
wn-0362:4:74,event,launch: Liftoff,launch,1,1,2008-03-15,wn-0362,False
wn-0362:5:87,event,launch: launch,launch,1,1,2009-03-12,wn-0362,False
wn-0362:8:166,event,launch: launch,launch,1,1,2008-07,wn-0362,False
wn-0362:11:199,event,delay: delayed,delay,1,1,2010-02-27,wn-0362,False
wn-0362:11:207,event,delay: delayed,delay,1,1,2009-02-20,wn-0362,False
wn-0362:11:214,event,discovery: discovered,discovery,1,1,2009-02-20,wn-0362,False
wn-0364:0:3,event,launch: launched,launch,1,1,2009-03-15,wn-0364,False
GPE:SpaceNASA,entity,SpaceNASA,GPE,1,1,,,False
wn-0364:0:12,event,delay: delays,delay,1,1,2009-03-15,wn-0364,False
wn-0364:1:15,event,launch: lifted off,launch,1,1,2009-03-15T19:43,wn-0364,False
wn-0364:1:47,event,launch: launch,launch,1,1,2009-03-15T19:43,wn-0364,False
wn-0364:2:54,event,failure: broke up,failure,1,1,2009-03-15,wn-0364,False
wn-0364:2:64,event,launch: launch,launch,1,1,2009-03-15,wn-0364,False
wn-0364:3:90,event,launch: launch,launch,1,1,PT40M,wn-0364,False
wn-0364:4:112,event,launch: launch,launch,1,1,2009-03-15,wn-0364,False
wn-0364:4:124,event,launch: launch,launch,1,1,2009-03-15,wn-0364,False
wn-0364:5:145,event,launch: launched,launch,1,1,2009-03-15,wn-0364,False
wn-0364:10:325,event,launch: launch,launch,1,1,2008-07,wn-0364,False
wn-0364:13:358,event,delay: delayed,delay,1,1,2010-02-27,wn-0364,False
wn-0364:13:366,event,delay: delayed,delay,1,1,2009-02-20,wn-0364,False
wn-0364:13:373,event,discovery: discovered,discovery,1,1,2009-02-20,wn-0364,False
wn-0366:1:35,event,discovery: identified,discovery,1,1,2009-03-27,wn-0366,True
wn-0367:0:7,event,launch: launch,launch,1,1,,wn-0367,False
GPE:North KoreaNorth Korea,entity,North KoreaNorth Korea,GPE,1,1,,,False
wn-0367:1:52,event,launch: launch,launch,1,1,2009-03-25,wn-0367,False
wn-0367:4:94,event,launch: launch,launch,1,1,2009-03-27,wn-0367,False
wn-0367:5:124,event,launch: launch,launch,1,1,2009-03-27,wn-0367,False
wn-0367:7:204,event,launch: launched,launch,1,1,2009-03-27,wn-0367,False
GPE:North Korea,entity,North Korea,GPE,1,2,,,False
wn-0367:8:240,event,launch: launches,launch,1,1,2009-03-27,wn-0367,False
wn-0367:10:253,event,launch: launch,launch,1,1,2006,wn-0367,False
wn-0367:10:265,event,failure: failure,failure,1,1,2006,wn-0367,False
wn-0367:10:274,event,failure: destroyed,failure,1,1,2006,wn-0367,False
wn-0368:0:4,event,landing: landed,landing,1,1,2009-03-28,wn-0368,False
wn-0368:1:33,event,landing: landing,landing,1,1,PT2H,wn-0368,True
wn-0368:1:35,event,delay: delayed,delay,1,1,PT2H,wn-0368,False
wn-0368:4:130,event,landing: landing,landing,1,1,2009-03-29,wn-0368,False
wn-0368:8:199,event,discovery: findings,discovery,1,1,2009-03-29,wn-0368,False
wn-0369:7:124,event,launch: taking off,launch,1,1,2009-03-31,wn-0369,False
wn-0369:14:248,event,failure: disintegrated,failure,1,1,2009-03-31,wn-0369,False
wn-0369:14:253,event,discovery: found,discovery,1,1,2009-03-31,wn-0369,False
wn-0370:2:70,event,failure: disintegrated,failure,1,1,2009-04-05,wn-0370,False
wn-0370:3:82,event,failure: lost,failure,1,1,2008-02,wn-0370,False
wn-0370:3:97,event,failure: loss,failure,1,1,2008-05,wn-0370,False
wn-0370:4:117,event,failure: lost,failure,1,1,2008,wn-0370,False
wn-0371:0:15,event,launch: launch,launch,1,1,2009-04-05,wn-0371,False
wn-0371:1:32,event,launch: lifted off,launch,1,1,2009-04-05,wn-0371,False
wn-0371:2:62,event,launch: launched,launch,1,1,2009-04-05,wn-0371,False
wn-0371:5:142,event,launch: launched,launch,1,1,2009-04-05,wn-0371,False
wn-0371:8:214,event,launch: launch,launch,1,1,2009-04-05,wn-0371,False
wn-0371:8:218,event,failure: failed,failure,1,1,2009-04-05,wn-0371,False
wn-0371:9:243,event,launch: launch,launch,1,1,2009-04-05,wn-0371,False
wn-0371:10:280,event,launch: launch,launch,1,1,2009-04-05T15:00,wn-0371,False
wn-0371:14:357,event,launch: launch,launch,1,1,2009-04-05,wn-0371,False
wn-0372:0:5,event,discovery: discoveries,discovery,1,1,2009-04-21,wn-0372,False
wn-0372:1:21,event,discovery: discovered,discovery,1,1,2007,wn-0372,False
wn-0372:1:39,event,discovery: discovered,discovery,1,1,2007,wn-0372,False
wn-0372:1:49,event,discovery: discovered,discovery,1,1,2007,wn-0372,False
wn-0372:3:100,event,discovery: detection,discovery,1,1,2009-04-21,wn-0372,False
wn-0372:4:156,event,discovery: discovered,discovery,1,1,,wn-0372,False
wn-0372:5:162,event,discovery: found,discovery,1,1,2009-04-21,wn-0372,False
wn-0372:12:299,event,discovery: found,discovery,1,1,2009-04-21,wn-0372,False
wn-0373:0:3,event,discovery: discovered,discovery,1,1,2009-04-29,wn-0373,False
wn-0373:8:200,event,launch: launched,launch,1,1,2007-02,wn-0373,False
wn-0373:11:283,event,failure: anomaly,failure,1,1,,wn-0373,False
wn-0373:13:370,event,discovery: findings,discovery,1,1,2009-04-29,wn-0373,False
wn-0374:0:10,event,launch: lifted off,launch,1,1,2009-05-12T14:01,wn-0374,False
wn-0374:3:98,event,failure: failed,failure,1,1,2004-08-03,wn-0374,False
wn-0374:13:325,event,launch: launch,launch,1,1,2009-05-12,wn-0374,False
wn-0375:0:9,event,launch: launched,launch,1,1,2009-05-14,wn-0375,False
wn-0375:1:50,event,launch: launched,launch,1,1,2009-05-15,wn-0375,False
wn-0375:4:128,event,launch: launch,launch,1,1,PT26M,wn-0375,False
wn-0375:8:227,event,discovery: discovered,discovery,1,1,,wn-0375,False
CELESTIAL:Uranus,entity,Uranus,CELESTIAL,1,1,,,False
wn-0375:10:290,event,discovery: detect,discovery,1,1,2009-05-15,wn-0375,False
wn-0375:12:343,event,discovery: detecting,discovery,1,1,2009-05-15,wn-0375,False
wn-0376:0:4,event,landing: landed,landing,1,1,2009-05-24,wn-0376,False
wn-0376:1:15,event,landing: landed,landing,1,1,2009-05-24T11:39,wn-0376,False
wn-0376:8:149,event,landing: landing,landing,1,1,2009-05-24,wn-0376,True
wn-0376:8:151,event,delay: scrubbed,delay,1,1,2009-05-24,wn-0376,False
wn-0376:8:159,event,landing: land,landing,1,1,2009-05-24,wn-0376,False
wn-0376:9:170,event,landing: land,landing,1,1,2009-05-28,wn-0376,False
wn-0376:13:224,event,failure: disaster,failure,1,1,2009-05-24,wn-0376,False
wn-0377:1:19,event,launch: launched,launch,1,1,2009-05-27,wn-0377,False
wn-0377:3:96,event,launch: launch,launch,1,1,PT8H,wn-0377,True
wn-0377:3:99,event,failure: cancelled,failure,1,1,PT8H,wn-0377,True
wn-0377:3:120,event,delay: delayed,delay,1,1,PT8H,wn-0377,False
wn-0377:5:145,event,launch: launch,launch,1,1,2009-05-28,wn-0377,False
wn-0377:5:152,event,launch: launch,launch,1,1,2009-05-28,wn-0377,False
wn-0377:5:158,event,launch: launch,launch,1,1,2009-05-28,wn-0377,False
wn-0378:0:2,event,failure: canceled,failure,1,1,2009-06-13,wn-0378,False
wn-0378:0:7,event,launch: launch,launch,1,1,,wn-0378,True
wn-0378:1:22,event,discovery: discovered,discovery,1,1,2009-06-13,wn-0378,False
wn-0378:2:39,event,delay: scrub,delay,1,1,2009-06-13T00:26,wn-0378,False
wn-0378:3:46,event,launch: Launch,launch,1,1,2009-06-13,wn-0378,False
wn-0378:4:73,event,discovery: detected,discovery,1,1,2009-06-13,wn-0378,False
wn-0378:5:106,event,launch: Launch,launch,1,1,2009-06-13T07:17,wn-0378,False
wn-0378:6:143,event,launch: launch,launch,1,1,2009-06-14,wn-0378,False
wn-0378:7:176,event,launch: lift off,launch,1,1,2008-06-17,wn-0378,False
ORG:Endeavor,entity,Endeavor,ORG,1,1,,,False
wn-0378:8:194,event,discovery: Observation,discovery,1,1,2009-06-13,wn-0378,False
wn-0378:8:201,event,launch: launch,launch,1,1,2009-06-13,wn-0378,False
wn-0378:9:220,event,launch: launch,launch,1,1,2009-08-06,wn-0378,False
wn-0378:10:237,event,launch: launch,launch,1,1,2009-03,wn-0378,False
wn-0378:11:255,event,launch: take off,launch,1,1,2009-06-13,wn-0378,False
wn-0379:1:3,event,launch: launched,launch,1,1,2009-06-18T17:32,wn-0379,False
ORG:Lunar Reconnaissance Orbiter,entity,the Lunar Reconnaissance Orbiter,ORG,1,1,,,False
wn-0379:2:56,event,launch: launch,launch,1,1,PT20M,wn-0379,True
wn-0379:2:58,event,delay: delayed,delay,1,1,PT20M,wn-0379,False
wn-0379:2:65,event,launch: launch,launch,1,1,PT20M,wn-0379,False
wn-0379:5:142,event,discovery: find,discovery,1,1,2009-06-18,wn-0379,False
wn-0379:5:144,event,landing: landing,landing,1,1,2009-06-18,wn-0379,False
wn-0379:6:177,event,launch: launch,launch,1,1,2009-06-18,wn-0379,False
wn-0379:7:236,event,discovery: detect,discovery,1,1,2009-06-18,wn-0379,False
wn-0379:7:248,event,failure: crash,failure,1,1,2009-06-18,wn-0379,False
wn-0379:9:295,event,launch: launch,launch,1,1,2009-06-17,wn-0379,False
wn-0379:9:303,event,delay: delayed,delay,1,1,2009-06-17,wn-0379,False
wn-0379:9:306,event,launch: launch,launch,1,1,2009-06-17,wn-0379,False
wn-0379:9:317,event,delay: delayed,delay,1,1,2009-06-17,wn-0379,False
wn-0380:0:16,event,discovery: discovery,discovery,1,1,2009-06-25,wn-0380,False
wn-0380:5:134,event,discovery: discovering,discovery,1,1,2009-06-25,wn-0380,False
wn-0380:6:195,event,flyby: flybys,flyby,1,1,2009-06-25,wn-0380,False
wn-0381:0:12,event,launch: launched,launch,1,1,2009-07-01,wn-0381,False
wn-0381:2:56,event,launch: launched,launch,1,1,2009-07-03,wn-0381,False
wn-0381:3:84,event,launch: launched,launch,1,1,2009-07-03,wn-0381,False
wn-0382:0:1,event,launch: launch,launch,1,1,PT24H,wn-0382,True
GPE:Endeavour,entity,Endeavour,GPE,3,3,,,False
wn-0382:0:6,event,delay: delayed,delay,1,1,PT24H,wn-0382,False
wn-0382:2:67,event,launch: launch,launch,1,1,2009-07-11,wn-0382,False
wn-0382:5:146,event,launch: launch,launch,1,1,2009-07-11,wn-0382,False
wn-0382:9:235,event,launch: launch,launch,1,1,2009-07-05,wn-0382,False
wn-0382:10:255,event,launch: lift off,launch,1,1,2009-07-11T07:39,wn-0382,False
wn-0382:10:264,event,delay: delays,delay,1,1,2010-06,wn-0382,False
wn-0383:0:3,event,launch: launched,launch,1,1,2009-07-15,wn-0383,False
wn-0383:2:57,event,launch: liftoff,launch,1,1,2009-07-17,wn-0383,False
wn-0383:4:85,event,launch: liftoff,launch,1,1,2009-07-17,wn-0383,False
wn-0383:5:119,event,launch: launched,launch,1,1,2009-06,wn-0383,False
ORG:Endeavour,entity,Endeavour,ORG,1,1,,,False
wn-0383:5:130,event,delay: postpone,delay,1,1,2009-06,wn-0383,False
wn-0383:6:143,event,delay: delays,delay,1,1,2009-07-17,wn-0383,False
wn-0383:10:232,event,docking: docked,docking,1,1,2009-07-17,wn-0383,False
wn-0384:0:9,event,landing: landing,landing,1,1,2009-07-20,wn-0384,False
wn-0384:1:16,event,launch: Launched,launch,1,1,1969-07-16,wn-0384,False
SPACECRAFT:Apollo 11,entity,Apollo 11,SPACECRAFT,2,3,,,False
wn-0384:1:25,event,landing: touched down,landing,1,1,2009-07-20,wn-0384,False
wn-0384:4:106,event,landing: landing,landing,1,1,2009-07-20,wn-0384,False
wn-0384:4:122,event,landing: landing,landing,1,1,2009-07-20,wn-0384,False
wn-0385:1:48,event,failure: crashing,failure,1,1,2009-07-19,wn-0385,False
wn-0385:1:59,event,discovery: observations,discovery,1,1,2009-07-19,wn-0385,False
wn-0385:2:102,event,discovery: observing,discovery,1,1,,wn-0385,False
wn-0385:3:137,event,discovery: observations,discovery,1,1,2009-07-21,wn-0385,False
wn-0385:5:213,event,discovery: observations,discovery,1,1,2009-07-21,wn-0385,False
wn-0385:8:272,event,discovery: observations,discovery,1,1,P5Y,wn-0385,False
wn-0385:8:277,event,discovery: observations,discovery,1,1,P5Y,wn-0385,False
wn-0385:8:286,event,discovery: observing,discovery,1,1,P5Y,wn-0385,False
wn-0385:10:296,event,discovery: observing,discovery,1,1,2009-07-21,wn-0385,False
PERSON:Wesley,entity,Wesley,PERSON,1,1,,,False
wn-0385:16:398,event,discovery: detected,discovery,1,1,2009-07-21,wn-0385,True
wn-0386:0:2,event,discovery: discovered,discovery,1,1,2009-08-27,wn-0386,False
wn-0386:3:46,event,discovery: discovery,discovery,1,1,2009-08-27,wn-0386,False
wn-0386:4:63,event,discovery: discovered,discovery,1,1,2009-08-27,wn-0386,False
wn-0386:6:102,event,failure: crash,failure,1,1,,wn-0386,False
wn-0386:13:222,event,discovery: discovered,discovery,1,1,2009-08-27,wn-0386,False
wn-0386:15:250,event,discovery: discovering,discovery,1,1,2009-08-27,wn-0386,False
wn-0387:7:183,event,discovery: discover,discovery,1,1,2009-09-22,wn-0387,False
wn-0387:13:303,event,launch: launched,launch,1,1,1997,wn-0387,False
wn-0388:1:4,event,discovery: found,discovery,1,1,2009-10-07,wn-0388,False
wn-0388:4:74,event,discovery: found,discovery,1,1,2009-10-07,wn-0388,False
wn-0388:11:239,event,discovery: found,discovery,1,1,2009-10-07,wn-0388,False
wn-0388:13:293,event,discovery: discovery,discovery,1,1,2009-10-07,wn-0388,False
wn-0388:17:347,event,launch: launched,launch,1,1,2003,wn-0388,False
wn-0388:19:380,event,discovery: discovery,discovery,1,1,2009-10-07,wn-0388,False
wn-0388:20:403,event,discovery: observed,discovery,1,1,,wn-0388,False
wn-0388:26:516,event,discovery: found,discovery,1,1,2009-10-07,wn-0388,False
wn-0388:29:545,event,discovery: discovery,discovery,1,1,2009-09,wn-0388,False
wn-0389:4:106,event,discovery: find,discovery,1,1,2009-10-18,wn-0389,False
wn-0390:1:18,event,delay: delaying,delay,1,1,PT24H,wn-0390,False
wn-0390:1:20,event,launch: launch,launch,1,1,PT24H,wn-0390,True
wn-0390:1:29,event,launch: lifted off,launch,1,1,2009-10-29T11:30,wn-0390,False
wn-0390:4:130,event,launch: launch,launch,1,1,2009-10-29,wn-0390,False
wn-0390:5:148,event,landing: descent,landing,1,1,2009-10-29,wn-0390,False
wn-0390:6:155,event,landing: splash down,landing,1,1,2009-10-29,wn-0390,False
wn-0390:6:163,event,launch: launch,launch,1,1,2009-10-29,wn-0390,False
wn-0390:12:341,event,landing: landing,landing,1,1,2009-10-29,wn-0390,False
wn-0392:1:28,event,launch: launched,launch,1,1,2009-11-14,wn-0392,False
wn-0392:2:43,event,discovery: discovery,discovery,1,1,P1Y,wn-0392,False
wn-0392:3:82,event,discovery: discovered,discovery,1,1,2008-09-24,wn-0392,False
wn-0392:5:116,event,launch: launched,launch,1,1,2008-10,wn-0392,False
wn-0392:5:131,event,failure: lost,failure,1,1,2009-08-30,wn-0392,False
wn-0392:7:199,event,failure: crashed,failure,1,1,2009-11-14,wn-0392,False
wn-0392:8:231,event,landing: landing,landing,1,1,,wn-0392,False
wn-0392:14:354,event,discovery: observation,discovery,1,1,2009-11-14,wn-0392,False
PERSON:lunar crater,entity,lunar crater,PERSON,1,1,,,False
wn-0392:22:494,event,discovery: find,discovery,1,1,2009-11-14,wn-0392,True
wn-0392:22:501,event,discovery: found,discovery,1,1,2009-11-14,wn-0392,False
wn-0392:28:616,event,discovery: found,discovery,1,1,2009-11-14,wn-0392,True
wn-0393:0:7,event,launch: launch,launch,1,1,P1Y,wn-0393,True
wn-0393:0:16,event,delay: delayed,delay,1,1,P1Y,wn-0393,False
wn-0393:2:49,event,delay: delay,delay,1,1,2009-11-18,wn-0393,False
wn-0393:2:54,event,launch: launch,launch,1,1,2009-11-18,wn-0393,False
wn-0393:5:129,event,launch: launch,launch,1,1,2010,wn-0393,False
wn-0393:8:212,event,launch: launching,launch,1,1,2009-11-18,wn-0393,False
wn-0394:4:74,event,launch: launch,launch,1,1,P11D,wn-0394,False
wn-0395:0:12,event,discovery: spotted,discovery,1,1,2009-12-10,wn-0395,False
wn-0395:6:169,event,discovery: detect,discovery,1,1,2009-12-10,wn-0395,False
wn-0395:17:373,event,discovery: observations,discovery,1,1,2009-12-10,wn-0395,False
wn-0396:1:7,event,flyby: flyby,flyby,1,1,2009-12-19,wn-0396,False
wn-0396:3:65,event,discovery: spot,discovery,1,1,2004,wn-0396,False
wn-0396:12:280,event,discovery: find out,discovery,1,1,2009-12-19,wn-0396,False
wn-0396:19:388,event,launch: launched,launch,1,1,2016,wn-0396,False
wn-0396:20:424,event,launch: launch,launch,1,1,2009-12-19,wn-0396,False
wn-0397:1:16,event,discovery: found,discovery,1,1,P2D,wn-0397,False
wn-0397:2:42,event,discovery: found,discovery,1,1,2009-03,wn-0397,False
wn-0397:2:61,event,launch: launch,launch,1,1,2009-03,wn-0397,False
wn-0397:12:349,event,discovery: found,discovery,1,1,2010-01-14,wn-0397,False
wn-0398:2:100,event,discovery: findings,discovery,1,1,,wn-0398,False
wn-0399:2:32,event,failure: crashed,failure,1,1,2010-03-07,wn-0399,False
wn-0399:5:82,event,discovery: discovered,discovery,1,1,2010-03-07,wn-0399,False
wn-0399:6:119,event,failure: crashes,failure,1,1,2010-03-07,wn-0399,False
wn-0399:7:148,event,discovery: found,discovery,1,1,2010-03-07,wn-0399,False
wn-0399:7:155,event,discovery: found,discovery,1,1,2010-03-07,wn-0399,False
wn-0399:7:167,event,failure: crash,failure,1,1,2010-03-07,wn-0399,False
wn-0399:11:244,event,failure: crash,failure,1,1,,wn-0399,False
wn-0399:12:291,event,failure: crash,failure,1,1,2010-03-07,wn-0399,False
wn-0400:0:18,event,launch: launch,launch,1,1,2010-03-29,wn-0400,False
wn-0400:3:93,event,launch: launch,launch,1,1,2010-03-29,wn-0400,False
wn-0400:4:113,event,launch: launch,launch,1,1,,wn-0400,False
wn-0400:9:249,event,failure: canceled,failure,1,1,2010-04-03,wn-0400,False
PERSON:Barack Obama,entity,Barack Obama,PERSON,2,2,,,False
ORG:Constellation Program,entity,the Constellation Program,ORG,1,1,,,False
wn-0401:2:104,event,launch: launch,launch,1,1,2011,wn-0401,False
wn-0401:10:351,event,landing: land,landing,1,1,2010-04-16,wn-0401,False
wn-0401:14:436,event,failure: losses,failure,1,1,2010-04-16,wn-0401,False
wn-0401:14:445,event,launch: launched,launch,1,1,2010-04-16,wn-0401,False
wn-0402:2:116,event,discovery: discovering,discovery,1,1,2010-04-25,wn-0402,False
wn-0402:5:193,event,launch: launch,launch,1,1,,wn-0402,False
wn-0402:7:229,event,discovery: discovery,discovery,1,1,2010-04-25,wn-0402,False
wn-0403:1:6,event,launch: launched,launch,1,1,2010-05-14,wn-0403,False
wn-0403:2:20,event,launch: lifted off,launch,1,1,2010-05-14T14:20,wn-0403,False
wn-0403:3:45,event,launch: launch,launch,1,1,2010-05-14,wn-0403,False
wn-0403:4:89,event,launch: took off,launch,1,1,2010-05-14,wn-0403,False
wn-0403:4:93,event,delay: delays,delay,1,1,2010-05-14,wn-0403,False
wn-0403:6:144,event,delay: delays,delay,1,1,2010-05-14,wn-0403,False
wn-0403:7:152,event,docking: dock,docking,1,1,2010-05-16,wn-0403,False
wn-0404:2:54,event,discovery: discovered,discovery,1,1,2005,wn-0404,False
wn-0405:0:3,event,landing: landed,landing,1,1,2010-05-26,wn-0405,False
wn-0405:1:35,event,landing: landed,landing,1,1,2010-05-27T08:48,wn-0405,False
wn-0405:2:62,event,landing: landing,landing,1,1,2010-05-27,wn-0405,False
wn-0405:7:143,event,landing: landing,landing,1,1,2010-05-27,wn-0405,False
wn-0405:8:183,event,docking: docking,docking,1,1,,wn-0405,False
wn-0406:2:12,event,launch: launched,launch,1,1,1845,wn-0406,False
wn-0406:4:82,event,launch: launch,launch,1,1,2010-06-04,wn-0406,False
wn-0406:7:175,event,launch: launches,launch,1,1,2010-06-04,wn-0406,False
wn-0406:8:200,event,launch: launch,launch,1,1,2010-06-04,wn-0406,False
wn-0406:9:242,event,launch: launches,launch,1,1,2010-06-04,wn-0406,False
wn-0406:10:257,event,launch: launch,launch,1,1,2010-06-04,wn-0406,False
wn-0406:14:345,event,launch: launch,launch,1,1,2010-06-04,wn-0406,False
wn-0406:14:356,event,failure: failure,failure,1,1,2010-06-04,wn-0406,False
wn-0406:15:395,event,launch: launch,launch,1,1,2010-06-04,wn-0406,False
SPACECRAFT:Falcon 9,entity,Falcon 9,SPACECRAFT,1,1,,,False
wn-0407:3:69,event,discovery: spotted,discovery,1,1,2009-07,wn-0407,False
wn-0407:5:109,event,failure: crashing,failure,1,1,2010-06-06,wn-0407,False
wn-0408:10:236,event,failure: fail,failure,1,1,2010-06-07,wn-0408,False
wn-0409:1:6,event,failure: lost,failure,1,1,PT137S,wn-0409,False
GPE:South Korea,entity,South Korea,GPE,1,3,,,False
wn-0409:2:25,event,failure: exploded,failure,1,1,2010-06-10,wn-0409,False
wn-0409:3:58,event,launch: launch,launch,1,1,2010-06-10,wn-0409,False
ORG:Korea Aerospace Research Institute,entity,Korea Aerospace Research Institute,ORG,1,1,,,False
wn-0409:4:67,event,delay: postponed,delay,1,1,2010-06-16,wn-0409,False
wn-0409:4:69,event,launch: launch,launch,1,1,2010-06-16,wn-0409,True
wn-0409:5:101,event,launch: launch,launch,1,1,2010-06-10,wn-0409,False
wn-0409:6:108,event,launch: lifted off,launch,1,1,,wn-0409,False
wn-0409:7:127,event,failure: exploded,failure,1,1,PT137S,wn-0409,False
wn-0409:7:131,event,launch: launch,launch,1,1,PT137S,wn-0409,False
wn-0409:7:147,event,failure: lost,failure,1,1,PT137S,wn-0409,False
wn-0409:8:150,event,failure: loss,failure,1,1,2010-06-10,wn-0409,False
wn-0409:10:187,event,failure: failure,failure,1,1,2010-06-10,wn-0409,False
wn-0409:11:208,event,launch: launch,launch,1,1,2010-06-10,wn-0409,False
PRODUCT:Naro-1,entity,Naro-1,PRODUCT,1,1,,,False
wn-0409:12:214,event,launch: launch,launch,1,1,2010-06-10,wn-0409,False
wn-0409:12:230,event,launch: launched,launch,1,1,2010-06-10,wn-0409,False
wn-0409:14:281,event,launch: launch,launch,1,1,2010-06-10,wn-0409,False
wn-0409:15:300,event,launch: launch,launch,1,1,2010-06-10,wn-0409,False
wn-0409:15:313,event,launch: launches,launch,1,1,2010-06-10,wn-0409,False
wn-0409:16:331,event,launch: launched,launch,1,1,1992,wn-0409,False
wn-0410:4:87,event,failure: losing out,failure,1,1,,wn-0410,False
ORG:MySpace,entity,MySpace,ORG,2,2,,,False
wn-0410:7:172,event,failure: failing,failure,1,1,2010-06-21,wn-0410,False
wn-0411:1:9,event,failure: failed,failure,1,1,2010-07-09,wn-0411,False
wn-0411:1:11,event,docking: dock,docking,1,1,2010-07-09,wn-0411,True
wn-0411:1:24,event,failure: failure,failure,1,1,2010-07-09,wn-0411,False
wn-0411:3:74,event,failure: abort,failure,1,1,2010-07-02,wn-0411,False
wn-0411:3:79,event,failure: malfunction,failure,1,1,2010-07-02,wn-0411,False
wn-0411:3:86,event,docking: docking,docking,1,1,2010-07-02,wn-0411,False
wn-0411:3:92,event,failure: loss,failure,1,1,2010-07-02,wn-0411,False
wn-0411:4:98,event,failure: malfunction,failure,1,1,2010-07-02,wn-0411,False
wn-0411:5:136,event,flyby: flew,flyby,1,1,2010-07-02,wn-0411,False
wn-0411:7:205,event,launch: launched,launch,1,1,2010-07-02,wn-0411,False
wn-0411:8:217,event,docking: docking,docking,1,1,2010-07-02,wn-0411,False
wn-0411:9:240,event,docking: docking,docking,1,1,PT48H,wn-0411,False
wn-0412:1:10,event,failure: failed,failure,1,1,,wn-0412,False
wn-0412:1:12,event,docking: dock,docking,1,1,,wn-0412,True
wn-0412:2:36,event,docking: docking,docking,1,1,2010-07-05,wn-0412,False
wn-0412:2:50,event,docking: docking,docking,1,1,P2D,wn-0412,False
wn-0412:3:69,event,failure: failure,failure,1,1,2009-10,wn-0412,False
wn-0412:5:122,event,failure: abort,failure,1,1,2010-07-09,wn-0412,False
wn-0412:5:129,event,failure: faulty,failure,1,1,2010-07-09,wn-0412,False
wn-0412:5:139,event,failure: loss,failure,1,1,2010-07-09,wn-0412,False
